trip_id,arrival_time,departure_time,stop_id,stop_sequence
509,19:31:00,19:31:00,s12,11
509,19:37:00,19:37:00,s13,12
509,19:47:00,19:47:00,s14,13
509,19:52:00,19:52:00,s15,14
509,20:03:00,20:03:00,s16,15
509,20:12:00,20:12:00,s17,16
509,20:30:00,20:30:00,s18,17
509,20:53:00,20:53:00,s19,18
511,21:15:00,21:15:00,s1,1
511,21:18:00,21:18:00,s2,2
511,21:21:00,21:21:00,s3,3
511,21:24:00,21:24:00,s4,4
511,21:31:00,21:31:00,s5,5
511,21:53:00,21:53:00,s7,6
511,21:59:00,21:59:00,s8,7
511,22:04:00,22:04:00,s9,8
511,22:12:00,22:12:00,s10,9
511,22:18:00,22:18:00,s11,10
511,22:24:00,22:24:00,s12,11
511,22:30:00,22:30:00,s13,12
511,22:40:00,22:40:00,s14,13
511,22:45:00,22:45:00,s15,14
511,22:56:00,22:56:00,s16,15
511,23:05:00,23:05:00,s17,16
511,23:23:00,23:23:00,s18,17
511,23:46:00,23:46:00,s19,18
613,23:15:00,23:15:00,s1,1
613,23:18:00,23:18:00,s2,2
613,23:21:00,23:21:00,s3,3
613,23:24:00,23:24:00,s4,4
613,23:31:00,23:31:00,s5,5
613,23:53:00,23:53:00,s7,6
613,23:59:00,23:59:00,s8,7
613,24:04:00,24:04:00,s9,8
613,24:12:00,24:12:00,s10,9
613,24:18:00,24:18:00,s11,10
613,24:24:00,24:24:00,s12,11
613,24:30:00,24:30:00,s13,12
613,24:40:00,24:40:00,s14,13
613,24:45:00,24:45:00,s15,14
613,24:56:00,24:56:00,s16,15
613,25:05:00,25:05:00,s17,16
601,24:45:00,24:45:00,s1,1
601,24:48:00,24:48:00,s2,2
601,24:51:00,24:51:00,s3,3
601,24:59:00,24:59:00,s5,4
601,25:20:00,25:20:00,s7,5
601,25:26:00,25:26:00,s8,6
601,25:31:00,25:31:00,s9,7
601,25:42:00,25:42:00,s11,8
601,25:48:00,25:48:00,s12,9
601,25:54:00,25:54:00,s13,10
601,26:03:00,26:03:00,s14,11
601,26:08:00,26:08:00,s15,12
601,26:18:00,26:18:00,s16,13
601,26:24:00,26:24:00,s17,14
